CoC_Number,CoC_Name,CoC_Category,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Sheltered_ES_Homeless_Individuals,Sheltered_TH_Homeless_Individuals,Sheltered_SH_Homeless_Individuals,Sheltered_Total_Homeless_Individuals,Unsheltered_Homeless_Individuals,Homeless_People_in_Families,Sheltered_ES_Homeless_People_in_Families,Sheltered_TH_Homeless_People_in_Families,Sheltered_Total_Homeless_People_in_Families,Unsheltered_Homeless_People_in_Families,Homeless_Family_Households,Sheltered_ES_Homeless_Family_Households,Sheltered_TH_Homeless_Family_Households,Sheltered_Total_Homeless_Family_Households,Unsheltered_Homeless_Family_Households,Chronically_Homeless,Sheltered_ES_Chronically_Homeless,Sheltered_SH_Chronically_Homeless,Sheltered_Total_Chronically_Homeless,Unsheltered_Chronically_Homeless,Chronically_Homeless_Individuals,Sheltered_ES_Chronically_Homeless_Individuals,Sheltered_SH_Chronically_Homeless_Individuals,Sheltered_Total_Chronically_Homeless_Individuals,Unsheltered_Chronically_Homeless_Individuals,Chronically_Homeless_People_in_Families,Sheltered_ES_Chronically_Homeless_People_in_Families,Sheltered_Total_Chronically_Homeless_People_in_Families,Unsheltered_Chronically_Homeless_People_in_Families,Homeless_Veterans,Sheltered_ES_Homeless_Veterans,Sheltered_TH_Homeless_Veterans,Sheltered_SH_Homeless_Veterans,Sheltered_Total_Homeless_Veterans,Unsheltered_Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_25,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_25,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_25,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_25,Unsheltered_Homeless_Unaccompanied_Youth_Under_25,Homeless_Unaccompanied_Youth_Under_18,Sheltered_ES_Homeless_Unaccompanied_Youth_Under_18,Sheltered_TH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_SH_Homeless_Unaccompanied_Youth_Under_18,Sheltered_Total_Homeless_Unaccompanied_Youth_Under_18,Unsheltered_Homeless_Unaccompanied_Youth_Under_18,Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_ES_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_TH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_SH_Homeless_Unaccompanied_Youth_Age_18_24,Sheltered_Total_Homeless_Unaccompanied_Youth_Age_18_24,Unsheltered_Homeless_Unaccompanied_Youth_Age_18_24,Homeless_Parenting_Youth_Under_25,Sheltered_ES_Homeless_Parenting_Youth_Under_25,Sheltered_TH_Homeless_Parenting_Youth_Under_25,Sheltered_Total_Homeless_Parenting_Youth_Under_25,Unsheltered_Homeless_Parenting_Youth_Under_25,Homeless_Parenting_Youth_Under_18,Sheltered_ES_Homeless_Parenting_Youth_Under_18,Sheltered_TH_Homeless_Parenting_Youth_Under_18,Sheltered_Total_Homeless_Parenting_Youth_Under_18,Unsheltered_Homeless_Parenting_Youth_Under_18,Homeless_Parenting_Youth_Age_18_24,Sheltered_ES_Homeless_Parenting_Youth_Age_18_24,Sheltered_TH_Homeless_Parenting_Youth_Age_18_24,Sheltered_Total_Homeless_Parenting_Youth_Age_18_24,Unsheltered_Homeless_Parenting_Youth_Age_18_24,Homeless_Children_of_Parenting_Youth,Sheltered_ES_Homeless_Children_of_Parenting_Youth,Sheltered_TH_Homeless_Children_of_Parenting_Youth,Sheltered_Total_Homeless_Children_of_Parenting_Youth,Unsheltered_Homeless_Children_of_Parenting_Youth,Count_Year
NC-500,Winston-Salem/Forsyth County CoC,Other Urban CoCs,440,341,66,0,407,33,351,265,53,0,318,33,89,76,13,89,0,27,24,3,27,0,72,67,0,67,5,72,67,0,67,5,0,0,0,0,53,26,24,0,50,3,16,9,3,0,12,4,0,0,0,0,0,0,16,9,3,0,12,4,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2018
NC-500,Winston-Salem/Forsyth County CoC,,453,353,75,0,428,25,351,271,55,0,326,25,102,82,20,102,0,34,29,5,34,0,60,58,0,58,2,60,58,0,58,2,0,0,0,0,60,27,28,0,55,5,17,14,1,0,15,2,0,0,0,0,0,0,17,14,1,0,15,2,10,10,0,10,0,0,0,0,0,0,10,10,0,10,0,9,9,0,9,0,2017
NC-501,Asheville/Buncombe County CoC,Suburban CoCs,554,281,216,0,497,57,515,265,199,0,464,51,39,16,17,33,6,13,6,6,12,1,82,61,0,61,21,82,61,0,61,21,0,0,0,0,247,77,165,0,242,5,23,14,6,0,20,3,4,4,0,0,4,0,19,10,6,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
NC-501,Asheville/Buncombe County CoC,,562,235,222,0,457,105,505,202,206,0,408,97,57,33,16,49,8,17,10,5,15,2,83,43,0,43,40,83,43,0,43,40,0,0,0,0,239,47,178,0,225,14,30,13,8,0,21,9,6,1,5,0,6,0,24,12,3,0,15,9,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,2,0,2017
NC-502,Durham City & County CoC,Other Urban CoCs,338,240,45,0,285,53,246,148,45,0,193,53,92,92,0,92,0,29,29,0,29,0,68,36,0,36,32,61,29,0,29,32,7,7,7,0,63,20,42,0,62,1,21,15,2,0,17,4,0,0,0,0,0,0,21,15,2,0,17,4,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,4,4,0,4,0,2018
NC-502,Durham City & County CoC,,354,240,54,0,294,60,254,140,54,0,194,60,100,100,0,100,0,29,29,0,29,0,50,29,0,29,21,50,29,0,29,21,0,0,0,0,72,25,44,0,69,3,22,13,2,0,15,7,0,0,0,0,0,0,22,13,2,0,15,7,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,2017
NC-503,North Carolina Balance of State CoC,Rural CoCs,2991,1680,343,0,2023,968,2074,1100,205,0,1305,769,917,580,138,718,199,301,196,40,236,65,485,227,0,227,258,423,193,0,193,230,62,34,34,28,156,90,10,0,100,56,174,98,21,0,119,55,15,2,13,0,15,0,159,96,8,0,104,55,34,23,5,28,6,0,0,0,0,0,34,23,5,28,6,59,41,8,49,10,2018
NC-503,North Carolina Balance of State CoC,,3054,1682,420,0,2102,952,1911,979,209,0,1188,723,1143,703,211,914,229,347,219,63,282,65,382,127,0,127,255,321,102,0,102,219,61,25,25,36,176,87,18,0,105,71,134,80,8,0,88,46,14,9,3,0,12,2,120,71,5,0,76,44,39,31,2,33,6,0,0,0,0,0,39,31,2,33,6,58,46,4,50,8,2017
NC-504,"Greensboro, High Point CoC",Other Urban CoCs,657,460,85,0,545,112,480,323,53,0,376,104,177,137,32,169,8,53,41,10,51,2,36,36,0,36,0,32,32,0,32,0,4,4,4,0,55,18,37,0,55,0,41,34,3,0,37,4,13,12,1,0,13,0,28,22,2,0,24,4,14,7,5,12,2,2,0,2,2,0,12,7,3,10,2,17,9,6,15,2,2018
NC-504,"Greensboro, High Point CoC",,573,392,77,0,469,104,422,274,44,0,318,104,151,118,33,151,0,47,35,12,47,0,30,12,0,12,18,24,6,0,6,18,6,6,6,0,60,18,35,0,53,7,42,35,5,0,40,2,24,22,2,0,24,0,18,13,3,0,16,2,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,9,4,5,9,0,2017
NC-505,Charlotte/Mecklenberg CoC,Major Cities,1668,1151,308,0,1459,209,1133,748,176,0,924,209,535,403,132,535,0,167,125,42,167,0,217,187,0,187,30,217,187,0,187,30,0,0,0,0,146,76,54,0,130,16,82,45,18,0,63,19,5,5,0,0,5,0,77,40,18,0,58,19,14,13,1,14,0,0,0,0,0,0,14,13,1,14,0,20,19,1,20,0,2018
NC-505,Charlotte/Mecklenberg CoC,,1476,991,270,0,1261,215,1016,632,173,0,805,211,460,359,97,456,4,148,118,28,146,2,147,78,0,78,69,147,78,0,78,69,0,0,0,0,137,63,50,0,113,24,71,45,8,0,53,18,5,5,0,0,5,0,66,40,8,0,48,18,24,19,5,24,0,0,0,0,0,0,24,19,5,24,0,46,34,12,46,0,2017
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Suburban CoCs,333,135,71,0,206,127,271,100,44,0,144,127,62,35,27,62,0,20,11,9,20,0,32,9,0,9,23,32,9,0,9,23,0,0,0,0,30,6,12,0,18,12,19,15,1,0,16,3,3,3,0,0,3,0,16,12,1,0,13,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,2018
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",,322,138,97,0,235,87,256,110,62,0,172,84,66,28,35,63,3,21,8,12,20,1,44,2,0,2,42,44,2,0,2,42,0,0,0,0,48,14,20,0,34,14,16,13,2,0,15,1,7,7,0,0,7,0,9,6,2,0,8,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2017
NC-507,Raleigh/Wake County CoC,Major Cities,983,604,187,0,791,192,665,404,74,0,478,187,318,200,113,313,5,93,59,32,91,2,121,50,0,50,71,118,47,0,47,71,3,3,3,0,80,49,14,0,63,17,45,27,8,0,35,10,2,2,0,0,2,0,43,25,8,0,33,10,12,6,6,12,0,0,0,0,0,0,12,6,6,12,0,19,10,9,19,0,2018
NC-507,Raleigh/Wake County CoC,,884,547,149,0,696,188,587,349,61,0,410,177,297,198,88,286,11,92,64,25,89,3,91,33,0,33,58,89,31,0,31,58,2,2,2,0,68,34,13,0,47,21,45,32,2,0,34,11,4,4,0,0,4,0,41,28,2,0,30,11,13,6,7,13,0,0,0,0,0,0,13,6,7,13,0,13,6,7,13,0,2017
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Suburban CoCs,331,162,43,0,205,126,248,105,31,0,136,112,83,57,12,69,14,27,19,5,24,3,79,43,0,43,36,64,36,0,36,28,15,7,7,8,2,1,1,0,2,0,14,5,2,0,7,7,1,1,0,0,1,0,13,4,2,0,6,7,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0,2018
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",,249,127,44,0,171,78,164,81,28,0,109,55,85,46,16,62,23,27,15,6,21,6,25,1,0,1,24,17,1,0,1,16,8,0,0,8,14,9,0,0,9,5,23,16,6,0,22,1,7,7,0,0,7,0,16,9,6,0,15,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2017
NC-511,Fayetteville/Cumberland County CoC,Other Urban CoCs,372,65,82,0,147,225,142,14,0,0,14,128,230,51,82,133,97,73,15,27,42,31,67,2,0,2,65,42,2,0,2,40,25,0,0,25,38,5,0,0,5,33,15,1,0,0,1,14,0,0,0,0,0,0,15,1,0,0,1,14,10,5,5,10,0,0,0,0,0,0,10,5,5,10,0,12,7,5,12,0,2018
NC-511,Fayetteville/Cumberland County CoC,,442,54,135,0,189,253,279,34,22,0,56,223,163,20,113,133,30,51,8,33,41,10,136,6,0,6,130,132,2,0,2,130,4,4,4,0,41,0,10,0,10,31,6,0,1,0,1,5,0,0,0,0,0,0,6,0,1,0,1,5,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,4,0,4,4,0,2017
NC-513,Chapel Hill/Orange County CoC,Other Urban CoCs,152,59,54,0,113,39,120,29,54,0,83,37,32,30,0,30,2,10,9,0,9,1,19,1,0,1,18,19,1,0,1,18,0,0,0,0,12,0,6,0,6,6,4,3,0,0,3,1,0,0,0,0,0,0,4,3,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2018
NC-513,Chapel Hill/Orange County CoC,,127,41,49,0,90,37,100,14,49,0,63,37,27,27,0,27,0,9,9,0,9,0,14,1,0,1,13,14,1,0,1,13,0,0,0,0,11,1,6,0,7,4,5,0,4,0,4,1,0,0,0,0,0,0,5,0,4,0,4,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,2017
NC-516,Northwest North Carolina CoC,Rural CoCs,449,111,29,0,140,309,206,76,10,0,86,120,243,35,19,54,189,84,12,5,17,67,15,12,0,12,3,13,10,0,10,3,2,2,2,0,2,2,0,0,2,0,24,3,1,0,4,20,0,0,0,0,0,0,24,3,1,0,4,20,20,1,2,3,17,0,0,0,0,0,20,1,2,3,17,21,1,2,3,18,2018
NC-516,Northwest North Carolina CoC,,466,93,26,0,119,347,199,69,11,0,80,119,267,24,15,39,228,89,10,5,15,74,13,6,0,6,7,13,6,0,6,7,0,0,0,0,5,5,0,0,5,0,23,9,3,0,12,11,1,0,1,0,1,0,22,9,2,0,11,11,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,9,0,0,0,9,2017
ND-500,North Dakota Statewide CoC,Rural CoCs,542,339,155,0,494,48,467,306,113,0,419,48,75,33,42,75,0,27,13,14,27,0,76,76,0,76,0,69,69,0,69,0,7,7,7,0,9,9,0,0,9,0,65,13,45,0,58,7,9,5,4,0,9,0,56,8,41,0,49,7,7,5,2,7,0,2,2,0,2,0,5,3,2,5,0,12,10,2,12,0,2018
ND-500,North Dakota Statewide CoC,,1089,584,174,0,758,331,832,533,117,0,650,182,257,51,57,108,149,77,15,21,36,41,45,25,0,25,20,37,25,0,25,12,8,0,0,8,74,18,40,0,58,16,80,24,42,0,66,14,17,11,6,0,17,0,63,13,36,0,49,14,17,2,7,9,8,0,0,0,0,0,17,2,7,9,8,19,4,7,11,8,2017
NE-500,Nebraska Balance of State CoC,Rural CoCs,559,377,147,0,524,35,327,255,42,0,297,30,232,122,105,227,5,76,41,34,75,1,24,23,0,23,1,19,18,0,18,1,5,5,5,0,13,8,3,0,11,2,46,24,16,0,40,6,3,3,0,0,3,0,43,21,16,0,37,6,18,3,15,18,0,0,0,0,0,0,18,3,15,18,0,14,2,12,14,0,2018
NE-500,Nebraska Balance of State CoC,,506,300,192,0,492,14,276,185,77,0,262,14,230,115,115,230,0,72,37,35,72,0,10,7,0,7,3,10,7,0,7,3,0,0,0,0,17,14,2,0,16,1,54,26,27,0,53,1,7,4,3,0,7,0,47,22,24,0,46,1,16,2,14,16,0,0,0,0,0,0,16,2,14,16,0,15,2,13,15,0,2017
NE-501,"Omaha, Council Bluffs CoC",Major Cities,1411,1015,332,0,1347,64,1122,801,257,0,1058,64,289,214,75,289,0,106,76,30,106,0,358,327,0,327,31,292,261,0,261,31,66,66,66,0,142,74,67,0,141,1,83,50,27,0,77,6,5,1,4,0,5,0,78,49,23,0,72,6,7,4,3,7,0,0,0,0,0,0,7,4,3,7,0,3,2,1,3,0,2018
NE-501,"Omaha, Council Bluffs CoC",,1389,972,360,0,1332,57,1037,749,231,0,980,57,352,223,129,352,0,134,71,63,134,0,290,252,0,252,38,276,238,0,238,38,14,14,14,0,104,53,50,0,103,1,68,40,19,0,59,9,0,0,0,0,0,0,68,40,19,0,59,9,22,4,18,22,0,0,0,0,0,0,22,4,18,22,0,22,4,18,22,0,2017
NE-502,Lincoln CoC,Other Urban CoCs,451,344,62,0,406,45,296,216,37,0,253,43,155,128,25,153,2,54,41,12,53,1,73,48,0,48,25,69,46,0,46,23,4,2,2,2,16,15,1,0,16,0,28,20,7,0,27,1,6,4,2,0,6,0,22,16,5,0,21,1,11,5,6,11,0,0,0,0,0,0,11,5,6,11,0,17,11,6,17,0,2018
NE-502,Lincoln CoC,,606,336,221,0,557,49,385,229,107,0,336,49,221,107,114,221,0,60,33,27,60,0,75,40,0,40,35,75,40,0,40,35,0,0,0,0,53,23,30,0,53,0,42,20,19,0,39,3,4,3,1,0,4,0,38,17,18,0,35,3,16,4,12,16,0,0,0,0,0,0,16,4,12,16,0,23,6,17,23,0,2017
NH-500,New Hampshire Balance of State CoC,Rural CoCs,742,520,100,0,620,122,467,325,27,0,352,115,275,195,73,268,7,95,66,26,92,3,135,76,0,76,59,115,63,0,63,52,20,13,13,7,35,26,2,0,28,7,48,19,12,0,31,17,0,0,0,0,0,0,48,19,12,0,31,17,12,7,5,12,0,0,0,0,0,0,12,7,5,12,0,12,7,5,12,0,2018
NH-500,New Hampshire Balance of State CoC,,767,503,154,0,657,110,424,292,50,0,342,82,343,211,104,315,28,114,69,31,100,14,106,50,0,50,56,69,26,0,26,43,37,24,24,13,37,23,6,0,29,8,40,23,9,0,32,8,0,0,0,0,0,0,40,23,9,0,32,8,13,5,5,10,3,0,0,0,0,0,13,5,5,10,3,22,12,7,19,3,2017
NH-501,Manchester CoC,Other Urban CoCs,427,194,204,3,401,26,204,136,44,3,183,21,223,58,160,218,5,79,21,56,77,2,16,16,0,16,0,16,16,0,16,0,0,0,0,0,47,17,27,3,47,0,23,12,7,0,19,4,0,0,0,0,0,0,23,12,7,0,19,4,16,5,11,16,0,0,0,0,0,0,16,5,11,16,0,20,6,14,20,0,2018
NH-501,Manchester CoC,,394,154,184,4,342,52,192,100,44,4,148,44,202,54,140,194,8,78,20,55,75,3,18,5,4,9,9,18,5,4,9,9,0,0,0,0,33,5,24,1,30,3,21,3,12,0,15,6,0,0,0,0,0,0,21,3,12,0,15,6,17,4,11,15,2,0,0,0,0,0,17,4,11,15,2,23,6,12,18,5,2017
NH-502,Nashua/Hillsborough County CoC,Suburban CoCs,281,98,172,5,275,6,164,82,71,5,158,6,117,16,101,117,0,41,6,35,41,0,10,6,0,6,4,10,6,0,6,4,0,0,0,0,61,0,61,0,61,0,10,4,6,0,10,0,0,0,0,0,0,0,10,4,6,0,10,0,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,4,0,4,4,0,2018
NH-502,Nashua/Hillsborough County CoC,,295,107,171,5,283,12,160,83,60,5,148,12,135,24,111,135,0,46,7,39,46,0,13,2,1,3,10,13,2,1,3,10,0,0,0,0,54,0,54,0,54,0,15,9,6,0,15,0,0,0,0,0,0,0,15,9,6,0,15,0,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,6,1,5,6,0,2017
NJ-500,Atlantic City & County CoC,Suburban CoCs,437,240,66,0,306,131,401,204,66,0,270,131,36,36,0,36,0,12,12,0,12,0,105,44,0,44,61,105,44,0,44,61,0,0,0,0,48,3,34,0,37,11,42,36,2,0,38,4,0,0,0,0,0,0,42,36,2,0,38,4,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,9,9,0,9,0,2018
NJ-500,Atlantic City & County CoC,,422,275,38,0,313,109,382,235,38,0,273,109,40,40,0,40,0,15,15,0,15,0,104,57,0,57,47,104,57,0,57,47,0,0,0,0,56,13,38,0,51,5,32,31,0,0,31,1,0,0,0,0,0,0,32,31,0,0,31,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2017
NJ-501,Bergen County CoC,Suburban CoCs,354,143,188,0,331,23,223,120,80,0,200,23,131,23,108,131,0,45,8,37,45,0,11,8,0,8,3,11,8,0,8,3,0,0,0,0,19,10,8,0,18,1,28,9,18,0,27,1,10,8,2,0,10,0,18,1,16,0,17,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,3,3,0,3,0,2018
NJ-501,Bergen County CoC,,302,118,179,0,297,5,182,103,74,0,177,5,120,15,105,120,0,35,5,30,35,0,3,1,0,1,2,3,1,0,1,2,0,0,0,0,16,7,8,0,15,1,32,15,17,0,32,0,8,7,1,0,8,0,24,8,16,0,24,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,2,0,2017
NJ-502,Burlington County CoC,Suburban CoCs,840,683,101,0,784,56,457,388,17,0,405,52,383,295,84,379,4,110,87,22,109,1,81,59,0,59,22,79,57,0,57,22,2,2,2,0,22,15,2,0,17,5,41,38,2,0,40,1,1,1,0,0,1,0,40,37,2,0,39,1,20,16,4,20,0,0,0,0,0,0,20,16,4,20,0,22,17,5,22,0,2018
NJ-502,Burlington County CoC,,604,508,52,0,560,44,330,263,23,0,286,44,274,245,29,274,0,84,76,8,84,0,109,92,0,92,17,82,65,0,65,17,27,27,27,0,17,7,0,0,7,10,33,28,3,0,31,2,4,3,0,0,3,1,29,25,3,0,28,1,16,15,1,16,0,0,0,0,0,0,16,15,1,16,0,21,20,1,21,0,2017
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",Suburban CoCs,999,631,223,0,854,145,705,395,173,0,568,137,294,236,50,286,8,94,74,18,92,2,146,66,0,66,80,131,51,0,51,80,15,15,15,0,130,10,115,0,125,5,64,28,29,0,57,7,7,1,5,0,6,1,57,27,24,0,51,6,22,17,5,22,0,0,0,0,0,0,22,17,5,22,0,38,31,7,38,0,2018
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",,938,621,190,0,811,127,629,345,157,0,502,127,309,276,33,309,0,98,89,9,98,0,85,51,0,51,34,72,38,0,38,34,13,13,13,0,146,17,119,0,136,10,37,16,17,0,33,4,0,0,0,0,0,0,37,16,17,0,33,4,24,22,2,24,0,0,0,0,0,0,24,22,2,24,0,37,34,3,37,0,2017
NJ-504,Newark/Essex County CoC,Suburban CoCs,2228,1337,495,0,1832,396,1367,785,193,0,978,389,861,552,302,854,7,299,188,108,296,3,250,53,0,53,197,250,53,0,53,197,0,0,0,0,76,51,10,0,61,15,147,98,22,0,120,27,5,0,3,0,3,2,142,98,19,0,117,25,97,46,50,96,1,0,0,0,0,0,97,46,50,96,1,117,55,61,116,1,2018
NJ-504,Newark/Essex County CoC,,2048,1135,485,0,1620,428,1253,612,220,0,832,421,795,523,265,788,7,272,167,102,269,3,181,86,0,86,95,174,83,0,83,91,7,3,3,4,52,22,12,0,34,18,140,90,30,0,120,20,12,4,8,0,12,0,128,86,22,0,108,20,72,28,44,72,0,0,0,0,0,0,72,28,44,72,0,81,34,47,81,0,2017
NJ-506,"Jersey City, Bayonne/Hudson County CoC",Suburban CoCs,860,588,29,0,617,243,672,408,21,0,429,243,188,180,8,188,0,67,65,2,67,0,226,66,0,66,160,224,64,0,64,160,2,2,2,0,26,17,1,0,18,8,34,21,2,0,23,11,0,0,0,0,0,0,34,21,2,0,23,11,18,16,2,18,0,0,0,0,0,0,18,16,2,18,0,30,24,6,30,0,2018
NJ-506,"Jersey City, Bayonne/Hudson County CoC",,822,608,30,0,638,184,668,461,23,0,484,184,154,147,7,154,0,58,56,2,58,0,174,103,0,103,71,167,96,0,96,71,7,7,7,0,27,19,0,0,19,8,37,20,2,0,22,15,0,0,0,0,0,0,37,20,2,0,22,15,12,12,0,12,0,0,0,0,0,0,12,12,0,12,0,19,19,0,19,0,2017
NJ-507,New Brunswick/Middlesex County CoC,Suburban CoCs,597,441,25,0,466,131,355,199,25,0,224,131,242,242,0,242,0,75,75,0,75,0,88,42,0,42,46,80,34,0,34,46,8,8,8,0,16,3,1,0,4,12,12,6,0,0,6,6,0,0,0,0,0,0,12,6,0,0,6,6,16,16,0,16,0,0,0,0,0,0,16,16,0,16,0,23,23,0,23,0,2018
NJ-507,New Brunswick/Middlesex County CoC,,546,383,38,0,421,125,318,172,21,0,193,125,228,211,17,228,0,73,67,6,73,0,69,37,0,37,32,55,23,0,23,32,14,14,14,0,19,10,1,0,11,8,22,16,1,0,17,5,0,0,0,0,0,0,22,16,1,0,17,5,17,16,1,17,0,0,0,0,0,0,17,16,1,17,0,25,24,1,25,0,2017
NJ-508,Monmouth County CoC,Suburban CoCs,335,129,134,0,263,72,187,84,31,0,115,72,148,45,103,148,0,45,13,32,45,0,40,12,0,12,28,40,12,0,12,28,0,0,0,0,10,7,0,0,7,3,7,5,0,0,5,2,0,0,0,0,0,0,7,5,0,0,5,2,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,9,2,7,9,0,2018
NJ-508,Monmouth County CoC,,299,124,131,0,255,44,144,76,24,0,100,44,155,48,107,155,0,49,15,34,49,0,44,29,0,29,15,38,23,0,23,15,6,6,6,0,16,6,3,0,9,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8,4,4,8,0,0,0,0,0,0,8,4,4,8,0,16,8,8,16,0,2017
NJ-509,Morris County CoC,Suburban CoCs,398,221,123,19,363,35,249,128,67,19,214,35,149,93,56,149,0,49,29,20,49,0,65,29,14,43,22,58,22,14,36,22,7,7,7,0,10,5,2,2,9,1,21,6,11,0,17,4,0,0,0,0,0,0,21,6,11,0,17,4,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,6,4,2,6,0,2018
NJ-509,Morris County CoC,,378,206,123,22,351,27,223,103,71,22,196,27,155,103,52,155,0,52,32,20,52,0,71,47,10,57,14,44,20,10,30,14,27,27,27,0,11,5,4,0,9,2,17,4,10,3,17,0,0,0,0,0,0,0,17,4,10,3,17,0,6,5,1,6,0,0,0,0,0,0,6,5,1,6,0,6,5,1,6,0,2017
NJ-510,Lakewood Township/Ocean County CoC,Suburban CoCs,354,201,51,0,252,102,193,86,8,0,94,99,161,115,43,158,3,47,35,11,46,1,52,19,0,19,33,44,11,0,11,33,8,8,8,0,10,4,0,0,4,6,20,8,8,0,16,4,7,6,1,0,7,0,13,2,7,0,9,4,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,5,5,0,5,0,2018
NJ-510,Lakewood Township/Ocean County CoC,,224,122,59,0,181,43,119,59,17,0,76,43,105,63,42,105,0,34,21,13,34,0,24,8,0,8,16,22,6,0,6,16,2,2,2,0,6,1,0,0,1,5,23,11,11,0,22,1,11,7,4,0,11,0,12,4,7,0,11,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,2017
NJ-511,Paterson/Passaic County CoC,Suburban CoCs,434,296,26,0,322,112,284,163,9,0,172,112,150,133,17,150,0,54,47,7,54,0,95,45,0,45,50,89,39,0,39,50,6,6,6,0,10,2,0,0,2,8,20,10,6,0,16,4,0,0,0,0,0,0,20,10,6,0,16,4,14,12,2,14,0,0,0,0,0,0,14,12,2,14,0,22,19,3,22,0,2018
NJ-511,Paterson/Passaic County CoC,,449,327,33,0,360,89,249,150,14,0,164,85,200,177,19,196,4,63,55,7,62,1,58,36,0,36,22,54,32,0,32,22,4,4,4,0,12,7,0,0,7,5,25,16,7,0,23,2,2,0,2,0,2,0,23,16,5,0,21,2,19,18,1,19,0,0,0,0,0,0,19,18,1,19,0,33,32,1,33,0,2017
NJ-512,Salem County CoC,Suburban CoCs,49,31,13,0,44,5,14,6,3,0,9,5,35,25,10,35,0,8,6,2,8,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
NJ-512,Salem County CoC,,16,4,9,0,13,3,8,0,5,0,5,3,8,4,4,8,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
NJ-513,Somerset County CoC,Suburban CoCs,218,63,149,0,212,6,152,21,125,0,146,6,66,42,24,66,0,25,15,10,25,0,5,3,0,3,2,5,3,0,3,2,0,0,0,0,87,0,86,0,86,1,21,5,15,0,20,1,2,2,0,0,2,0,19,3,15,0,18,1,5,3,2,5,0,0,0,0,0,0,5,3,2,5,0,6,2,4,6,0,2018
NJ-513,Somerset County CoC,,244,66,173,0,239,5,176,27,144,0,171,5,68,39,29,68,0,23,12,11,23,0,3,1,0,1,2,3,1,0,1,2,0,0,0,0,100,2,98,0,100,0,29,7,22,0,29,0,7,5,2,0,7,0,22,2,20,0,22,0,7,4,3,7,0,0,0,0,0,0,7,4,3,7,0,11,6,5,11,0,2017
